"NCAM"	"CD133"	"TUJ1"	"CD15"	"CD49F"	"HLA-DR"	"Nestin"	"CD34"	"PDGFRa"	"CD117"	"CD171"	"SOX2"	"CD44"	"GFAP"	"EGFR"	"S100B"
"37"	-1.06954359288899	-1.19194577541216	-1.71389538481772	0.0723169599603648	0.504433965192709	0.973787548110097	0.0826649187553867	0.0167333610660338	-0.0111247930937793	0.0402101321634684	0.051360737339895	-1.53325337092132	4.74631740590262	2.33904309108266	2.32835842656708	-9.4582908367428
"39"	0.17177362244268	-0.509515492642811	-0.399900317646884	0.148338714274847	0.776530839903372	0.0862724811959863	0.318228631666781	0.216242668413503	-0.0236785284470474	0.00814699598695816	0.0935655490745275	0.594014092548348	1.45998993240253	1.32159931307906	5.11996400856778	-8.1432991585935
"38"	-1.12277623616074	0.603912931827317	-1.66356257596697	-0.219898688505392	4.91993306245788	-0.0379240020346052	-0.0858498613564184	0.196164294156424	0.00850200281838205	-0.0161495525267471	-0.0510881670932079	-1.59594204060924	0.633979414307346	-0.219431161078713	0.201072437665492	-8.52309825168416
"32"	-3.30134927814894	-1.19062471360759	-1.59998031219056	0.765250890868098	0.759603417350957	0.744524188817956	-0.00946733398467637	-0.0492539341752179	-0.0165684543235573	0.127626323733281	0.156566901417481	2.95663341671346	0.344438460457837	-0.831466326561068	6.88950781095819	-9.94184629589443
"31"	-3.30098904651522	-1.52561152808352	-1.6086831975387	0.137840161307256	0.0747269499246333	-0.488539201010459	-0.0401998761180109	-0.0490345480948774	0.0474410262309593	0.105611052964114	0.0684147007165499	-0.616397499135868	-0.328197029018165	-1.09789816766786	5.48527188271218	-9.96436971219895
"40"	-3.17600209910953	-1.49927585487366	-1.61623060401775	4.8788531112528	-0.450505831081469	-0.948911994866521	-0.0354484325434598	-0.0567239067881397	0.012518012164826	0.0567144628222922	-0.0223350688293417	-1.53669384362659	0.441977572304046	-1.06522838896756	1.082679448764	-9.9007809410042
"42"	-3.23221155611611	-1.43124150154026	-1.6605164974094	0.177340465494452	0.126783259486562	-0.873758104622954	-0.0901492985356961	-0.0996656503758223	-0.00709711704699886	0.0277222247829455	-0.0369232983350501	-1.45263548210353	4.45587915986104	1.25105017985746	-2.35878980685359	-9.95608803223013
"41"	-3.31247952762991	-1.47470636299198	-1.6539520436725	-0.256565173112991	-0.380064016413905	1.09057994435585	-0.0895437503714924	0.0250930609528863	0.00447869926186127	0.0546123865790698	-0.0174213674387594	-2.10814463208251	2.03643461056086	1.77138319091571	-2.309150569147	-9.8653534073107
"34"	-3.07960657421006	-1.47489932026933	-1.71595183776357	-0.179716404970343	0.0417974825328881	-0.414838126876426	-0.0166212822053173	-0.0500735625415856	0.00941532319425874	0.0613153698001675	-0.0487805769326236	-1.32495842432388	0.506309461077976	2.85013567367006	-2.29392273562075	-10
"33"	-3.30365078588586	-1.53979233248989	-1.68297373986075	-0.36404260554586	-0.548471194536826	-0.149303454071671	-0.043915317912255	0.110503175553634	0.0356285658054547	0.0583721969452159	-0.0258425174793344	-4.15923793779021	-1.4987250536385	-1.37771703679688	-2.34703482728068	-9.97661989027614
"28"	-3.20639761282192	-1.44475700925248	-1.63030609086092	-0.274520099708997	-0.442642558908152	-0.905035218304986	0.0116114710937825	0.037937846944841	0.0737810284361402	0.0297042029328892	0.0570113697811892	-5.49897088860723	-3.48018422813661	-5.0836603311846	-2.29119362729639	-9.95548436840165
"29"	-3.24138953514638	-1.49020532434229	-1.75276028772724	0.0881398880357387	-0.47906196063951	-0.810813638907734	-0.0363407904778087	-0.100323912732852	-0.00217836982236484	0.029167197774563	-0.0454535216130007	0.587120105292642	0.569763955679463	-1.45024526619298	-2.40699711928145	-5.8745208621417
"25"	-1.57094008332014	-1.54235034488573	-1.17234064303658	-0.32320021105787	-0.474550569438148	-0.941764652173958	-0.0304564435366413	0.048838377001617	0.0413906328962574	0.0153796269788882	-0.0132471789393231	-3.03415199478194	-3.32159142387741	-3.66269574646914	-2.28432561970973	-6.2146325602127
"24"	-3.28842172532878	-1.47578759712841	-1.65251056841919	-0.356460441006313	-0.457264309637907	-0.926091544222671	-0.00408785663376109	0.0627801371760483	0.0505782436960673	-0.0257384931339205	0.0402353017315664	-2.44891427913045	-3.51231501264011	-5.16778395396454	-2.27254888969746	-5.37850276851751
